gene	Example
ARHGEF10	55
ARHGEF10L	139
ARHGEF11	274
ARHGEF12	1649.081
ARHGEF15	0
ARHGEF16	159
ARHGEF17	9
ARHGEF17-AS1	1
ARHGEF18	319.206
ARHGEF18-AS1	1
ARHGEF19	4
ARHGEF2	276.999
ARHGEF2-AS1	0
ARHGEF2-AS2	1
ARHGEF25	0
ARHGEF26	6
ARHGEF26-AS1	5.625
ARHGEF28	60
ARHGEF28P1	0
ARHGEF3	78
ARHGEF3-AS1	0
ARHGEF33	0
ARHGEF34P	217.229
ARHGEF35	52.705
ARHGEF35-AS1	14.196
ARHGEF37	95
ARHGEF38	45
ARHGEF38-IT1	0
ARHGEF39	22.425
ARHGEF4	15.001
ARHGEF4-AS1	1
ARHGEF40	1
ARHGEF5	298.066
ARHGEF6	0
ARHGEF7	393
ARHGEF7-AS1	0
ARHGEF7-AS2	0
ARHGEF7-IT1	0
ARHGEF9	67.11
ARHGEF9-IT1	0
ARID1A	413
ARID1B	204.067
ARID1B-AS1	0
ARID2	251
ARID3A	14
ARID3B	93
ARID3BP1	0
ARID3C	0
ARID4A	118
ARID4B	134.813
ARID5A	5
ARID5B	204
ARIH1	673.188
ARIH2	187.99
ARIH2OS	6
ARIH2P1	0
ARK2C	3.091
ARK2N	266
ARL1	652.022
ARL10	17.041
ARL11	0
ARL13A	0
ARL13B	11
ARL14	56
ARL14EP	50
ARL14EP-DT	0
ARL14EPL	0
ARL14EPP1	0
ARL15	109
ARL16	79
ARL17A	119.699
ARL17B	23.319
ARL2	49
ARL2-SNX15	0
ARL2BP	390
ARL2BPP1	0
ARL2BPP10	0
ARL2BPP2	0
ARL2BPP3	0
ARL2BPP4	0
ARL2BPP5	0
ARL2BPP6	0
ARL2BPP7	0
ARL2BPP8	0
ARL3	43
ARL4A	460
ARL4AP1	0
ARL4AP2	0
ARL4AP3	0
ARL4AP4	1
ARL4AP5	0
ARL4C	83
ARL4D	6
ARL5A	228.018
ARL5AP1	0
ARL5AP2	0
ARL5AP3	0
ARL5AP4	0
ARL5AP5	0
ARL5B	388
ARL5C	0
ARL6	6.588
ARL6IP1	2314
ARL6IP1P1	0
ARL6IP1P2	0
ARL6IP1P3	0
ARL6IP4	105
ARL6IP5	2051
ARL6IP6	93.999
ARL8A	259
ARL8B	296.893
ARL8BP1	0
ARL8BP2	0
ARL9	0
ARLN	1429
ARLNC1	0
ARMC1	207
ARMC10	251.002
ARMC10P1	0
ARMC12	0
ARMC2	9
ARMC2-AS1	0
ARMC3	1
ARMC5	23.255
ARMC6	18
ARMC7	77
ARMC8	335.017
ARMC8P1	0
ARMC9	20.108
ARMCX1	31
ARMCX2	5
ARMCX3	231.999
ARMCX3-AS1	0
ARMCX4	17
ARMCX5	49.15
ARMCX6	28.042
ARMCX7P	10
ARMH1	1
ARMH2	0
ARMH3	259.164
ARMH4	4
ARMS2	0
ARMT1	250
ARNILA	1
ARNT	296.005
ARNT2	0
ARNT2-DT	0
ARPC1A	2032.001
ARPC1AP1	0
ARPC1AP2	1
ARPC1AP3	0
ARPC1AP4	0
ARPC1B	726.046
ARPC1BP1	0
ARPC2	3767.002
ARPC3	4209.976
ARPC3P1	1.025
ARPC3P2	0
ARPC3P3	0
ARPC3P4	0
ARPC3P5	0
ARPC4	402.73
ARPC4-TTLL3	5.132
ARPC5	2316.56
ARPC5L	106
ARPIN	326.735
ARPIN-AP3S2	233.67
ARPP19	1360.727
ARPP19P1	0
ARPP19P2	0
ARPP21	0
ARPP21-AS1	0
ARR3	2
ARRB1	149.061
ARRB2	82
ARRDC1	90.397
ARRDC1-AS1	21.958
ARRDC2	29
ARRDC3	206
ARRDC3-AS1	3.009
ARRDC4	2830
ARSA	146
ARSB	9.006
ARSD	137.829
ARSD-AS1	0
ARSDP1	0
ARSF	0
ARSFP1	0
ARSG	2.997
ARSH	0
ARSI	0
ARSJ	1
ARSK	22.996
ARSL	3
ARSLP1	0
ART1	0
ART2BP	0
ART2P	0
ART3	0
ART4	1
ART5	0
ARTN	9
ARV1	212.999
ARVCF	4
ARX	1
AS3MT	0
ASAH1	1296.421
ASAH1-AS1	1.039
ASAH2	5.88
ASAH2B	42.12
ASAP1	472.001
ASAP1-IT2	0
ASAP2	1161
ASAP3	13.548
ASB1	51
ASB10	0
ASB11	0
ASB12	0
ASB13	66
ASB14	0
ASB15	0
ASB15-AS1	0
ASB16	0
ASB16-AS1	32.193
ASB17	0
ASB18	0
ASB2	0
ASB3	75.141
ASB4	0
ASB5	0
ASB6	80.212
ASB6-AS1	0
ASB7	104
ASB8	253
ASB9	1
ASB9P1	0
ASCC1	198.636
ASCC2	142.999
ASCC3	322.001
ASCL1	0
ASCL2	0
ASCL3	0
ASCL4	0
ASCL5	0
ASDURF	7.147
ASF1A	71
ASF1B	23
ASGR1	0
ASGR2	0
ASH1L	707.999
ASH1L-AS1	4
ASH1L-IT1	1
ASH2L	174
ASH2LP1	0
ASH2LP2	0
ASH2LP3	0
ASH2LP4	0
ASIC1	6
ASIC2	0
ASIC3	8
ASIC4	1
ASIC4-AS1	0
ASIC5	0
ASIP	0
ASL	156
ASLP1	0
ASMER1	54
ASMT	0
ASMTL	20
ASMTL-AS1	6
ASNS	1573.001
ASNSD1	147.853
ASNSP1	0
ASNSP3	0
ASNSP4	1
ASNSP6	0
ASPA	1.821
ASPDH	0
ASPG	1
ASPH	2500.748
ASPHD1	3
ASPHD2	19
ASPM	26
ASPN	0
ASPRV1	2
ASPSCR1	11.999
ASRGL1	0
ASS1	2168.994
ASS1P1	0
ASS1P10	0
ASS1P11	4.005
ASS1P12	0
ASS1P13	0
ASS1P14	0
ASS1P2	0
ASS1P3	0
ASS1P4	0
ASS1P5	1
ASS1P6	0
ASS1P7	1
ASS1P8	0
ASS1P9	0
ASTE1	70.999
ASTILCS	0
ASTL	0
ASTN1	0
ASTN2	12.411
ASTN2-AS1	0
ASXL1	119.001
ASXL2	474
ASXL3	0
ASXL3-DT	0
ASZ1	0
ATAD1	470.999
ATAD2	152
ATAD2B	102
ATAD3A	3.431
ATAD3B	21.482
ATAD3C	2.096
ATAD5	5
ATAT1	65.001
ATCAY	1.219
ATE1	169.818
ATE1OSP	0
ATF1	137.999
ATF1P1	0
ATF2	188.007
ATF3	96
ATF4	2766
ATF4P1	0.5
ATF4P2	0.5
ATF4P3	0
ATF4P4	0
ATF5	50.001
ATF6	551.06
ATF6-DT	0
ATF6B	199.725
ATF7	380.001
ATF7-AS1	0
ATF7-NPFF	0
ATF7IP	521.399
ATF7IP2	71
ATG10	39
ATG10-AS1	0
ATG10-IT1	3
ATG101	29
ATG12	546.002
ATG12P1	0
ATG12P2	0
ATG13	132
ATG14	117.421
ATG16L1	636.001
ATG16L2	69
ATG2A	87.401
ATG2B	181
ATG3	194.999
ATG3P1	0
ATG4A	138.001
ATG4AP1	0
ATG4B	300
ATG4C	42
ATG4D	72.001
ATG5	322
ATG7	76.001
ATG9A	314.982
ATG9B	35
ATIC	270
ATL1	44
ATL2	268
ATL3	787.043
ATM	64.064
ATMIN	745
ATN1	357
ATOH1	0
ATOH7	1
ATOH8	0
ATOSA	169.001
ATOSB	267
ATOSBP1	0
ATOX1	142
ATOX1-AS1	0
ATP10A	0
ATP10A-DT	0
ATP10B	924.483
ATP10D	6
ATP11A	204
ATP11A-AS1	0
ATP11AUN	0
ATP11B	707.001
ATP11B-DT	0
ATP11C	66.798
ATP12A	65
ATP13A1	123
ATP13A2	203.004
ATP13A3	824.767
ATP13A3-DT	0
ATP13A4	0
ATP13A4-AS1	0
ATP13A5	0
ATP13A5-AS1	0
ATP1A1	5687.004
ATP1A1-AS1	0
ATP1A2	0
ATP1A3	1
ATP1A4	0.995
ATP1B1	8053
ATP1B1P1	0
ATP1B2	4
ATP1B3	1807.001
ATP1B3-AS1	0
ATP1B3P1	0
ATP1B4	0
ATP23	59
ATP2A1	5
ATP2A1-AS1	0
ATP2A2	3684.001
ATP2A3	135
ATP2B1	1026.747
ATP2B1-AS1	0
ATP2B2	0
ATP2B2-IT1	0
ATP2B2-IT2	0
ATP2B3	0
ATP2B4	573
ATP2C1	326.999
ATP2C2	69.001
ATP2C2-AS1	11
ATP4A	0
ATP4B	0
ATP5F1A	3475.102
ATP5F1AP1	0
ATP5F1AP10	0
ATP5F1AP2	0
ATP5F1AP3	0
ATP5F1AP4	0
ATP5F1AP7	0
ATP5F1AP8	0
ATP5F1B	4137.001
ATP5F1BP1	1
ATP5F1C	2829.522
ATP5F1CP1	0
ATP5F1D	327.022
ATP5F1E	1449
ATP5F1EP1	0
ATP5F1EP2	0
ATP5IF1	998
ATP5MC1	115
ATP5MC1P1	0
ATP5MC1P2	0
ATP5MC1P3	0
ATP5MC1P4	0
ATP5MC1P5	0
ATP5MC1P6	0
ATP5MC1P7	0
ATP5MC1P8	0
ATP5MC2	440.912
ATP5MC2P1	0
ATP5MC2P2	0
ATP5MC2P3	0
ATP5MC2P4	0
ATP5MC2P5	0
ATP5MC3	1602
ATP5ME	1431
ATP5MF	242.999
ATP5MF-PTCD1	0
ATP5MFP1	0
ATP5MFP2	0
ATP5MFP3	0
ATP5MFP4	0
ATP5MFP5	0
ATP5MFP6	0
ATP5MFP7	0
ATP5MG	746.627
ATP5MGL	1
ATP5MGP1	0
ATP5MGP2	0
ATP5MGP3	0
ATP5MGP4	0
ATP5MGP5	0
ATP5MGP6	0
ATP5MGP7	0
ATP5MGP8	0
ATP5MJ	828.999
ATP5MK	1597
ATP5MKP1	0
ATP5PB	2007.002
ATP5PBP1	0
ATP5PBP2	0
ATP5PBP3	0
ATP5PBP4	0
ATP5PBP5	2
ATP5PBP6	0
ATP5PBP7	0
ATP5PBP8	0
ATP5PD	1478.002
ATP5PDP1	1
ATP5PDP2	0
ATP5PDP3	0
ATP5PDP4	0
ATP5PF	752
ATP5PFP1	0
ATP5PFP2	0
ATP5PFP3	0
ATP5PFP4	0
ATP5PO	1575.999
ATP5POP1	0
ATP6AP1	1078.85
ATP6AP1-DT	11
ATP6AP1L	7.92
ATP6AP2	1461
ATP6V0A1	635.777
ATP6V0A2	163.243
ATP6V0A4	0
ATP6V0B	373
ATP6V0C	3204.485
ATP6V0CP1	0
ATP6V0CP2	0
ATP6V0CP3	0
ATP6V0CP4	0
ATP6V0D1	510.857
ATP6V0D1-DT	2
ATP6V0D2	0
ATP6V0E1	940
ATP6V0E1P1	0
ATP6V0E1P2	0
ATP6V0E1P3	0
ATP6V0E1P4	0
ATP6V0E2	15.893
ATP6V0E2-AS1	0
ATP6V1A	978.788
ATP6V1B1	0
ATP6V1B1-AS1	0
ATP6V1B2	556
ATP6V1C1	398
ATP6V1C2	10
ATP6V1D	422.006
ATP6V1E1	1007.002
ATP6V1E1P1	0
ATP6V1E1P2	0
ATP6V1E1P3	0
ATP6V1E2	7
ATP6V1F	118
ATP6V1FP1	0
ATP6V1FP2	0
ATP6V1G1	534
ATP6V1G1P1	0
ATP6V1G1P2	0
ATP6V1G1P3	0
ATP6V1G1P4	0
ATP6V1G1P5	0
ATP6V1G1P6	0
ATP6V1G1P7	0
ATP6V1G2	0
ATP6V1G2-DDX39B	0
ATP6V1G3	0
ATP6V1H	363
ATP7A	323.181
ATP7B	231.378
ATP7BP1	0
ATP8A1	1670
ATP8A1-DT	0
ATP8A2	0
ATP8A2P2	0
ATP8A2P3	0
ATP8B1	1288.796
ATP8B1-AS1	7.997
ATP8B2	4.049
ATP8B3	22
ATP8B4	7
ATP8B5P	0
ATP9A	1089
ATP9B	96.204
ATPAF1	367.999
ATPAF2	71
ATPSCKMT	62.001
ATR	84
ATRAID	115.459
ATRIP	7
ATRN	332
ATRNL1	0
ATRX	302.999
ATXN1	584.001
ATXN1-AS1	31
ATXN10	441.098
ATXN1L	110
ATXN2	408.001
ATXN2-AS	0
ATXN2L	679.999
ATXN3	90.653
ATXN3L	0
ATXN7	95.951
ATXN7L1	45
ATXN7L2	5
ATXN7L3	161.999
ATXN7L3-AS1	31
ATXN7L3B	491
ATXN7L3P1	0
ATXN8OS	0
AUH	210
AUNIP	1
AUP1	302.999
AURKA	71
AURKAIP1	82
AURKAP1	0
AURKAP2	0
AURKB	5
AURKBP1	0
AURKC	3
AUTS2	471.811
AVEN	12
AVIL	12.222
AVL9	715.24
AVP	0
AVPI1	46
AVPR1A	0
AVPR1B	0
AVPR1B-DT	0
AVPR2	0
AWAT1	3
AWAT2	0
AXDND1	4
AXIN1	82
AXIN2	443.415
AXL	100.386
AZGP1	233.001
AZGP1P1	0
AZGP1P2	0
AZI2	264.999
AZIN1	1150.971
AZIN1-AS2	0
AZIN2	20
AZU1	0
AZU1P1	0
B2M	6893.411
B3GALNT1	1
B3GALNT1P1	0
B3GALNT2	30.986
B3GALNT2P1	0
B3GALT1	1.198
B3GALT1-AS1	0
B3GALT2	2
B3GALT4	14
B3GALT5	4769
B3GALT5-AS1	0
B3GALT6	25
B3GALT9	27
B3GAT1	1
B3GAT1-DT	1
B3GAT2	0
B3GAT3	23
B3GAT3P1	0
B3GLCT	39
B3GNT2	464
B3GNT2P1	0
B3GNT3	239
B3GNT4	0
B3GNT5	2339.001
B3GNT6	0.859
B3GNT7	54
B3GNT8	29
B3GNT9	12
B3GNTL1	18.545
B3GNTL1P1	0
B3GNTL1P2	0
B4GALNT1	0
B4GALNT2	2
B4GALNT2P1	0
B4GALNT3	85.001
B4GALNT4	3
B4GALT1	1637
B4GALT1-AS1	74
B4GALT2	45
B4GALT3	129
B4GALT4	214
B4GALT4-AS1	0
B4GALT5	871.087
B4GALT6	302
B4GALT7	16
B4GAT1	56
B4GAT1-DT	12.876
B9D1	4.602
B9D2	3
BAALC	0
BAALC-AS1	8.983
BAALC-AS2	0
BAAT	3
BABAM1	110.01
BABAM2	269
BACC1	65
BACE1	25
BACE1-AS	35.005
BACE2	908.793
BACE2-IT1	0
BACH1	294
BACH1-AS1	0
BACH1-IT1	0
BACH1-IT2	0
BACH1-IT3	0
BACH2	0
BAD	25
BAG1	242.325
BAG1P1	0
BAG2	22.268
BAG3	251
BAG4	175
BAG5	266
BAG6	338.999
BAGE2	0
BAHCC1	0
BAHD1	140.999
BAIAP2	72
BAIAP2-DT	21
BAIAP2L1	1595
BAIAP2L2	133
BAIAP3	37
BAK1	103.33
BAK1P1	6.67
BAK1P2	0
BALR6	0
BAMBI	86
BANCR	0
BANF1	143
BANF1P1	0
BANF1P2	0
BANF1P3	0
BANF1P4	0
BANF1P5	0
BANF2	0
BANK1	26
BANP	41.999
BAP1	70
BARD1	29
BARHL1	0
BARHL2	0
BARX1	0
BARX1-DT	0
BARX2	33
BASP1	0
BASP1-AS1	0
BASP1P1	0
BATF	0
BATF2	3
BATF3	0
BAX	187.999
BAZ1A	259.999
BAZ1A-AS1	11
BAZ1B	323
BAZ2A	646.999
BAZ2B	413.136
BBC3	9
BBIP1	186.064
BBIP1P1	0
BBLN	26
BBLNP1	0
BBLNP2	0
BBOF1	16
BBOX1	0
BBOX1-AS1	0
BBS1	177
BBS10	50
BBS12	36
BBS2	135.75
BBS4	77.999
BBS5	15.322
BBS7	84
BBS7-DT	2.001
BBS9	19.999
BBX	187
BCAM	80.001
BCAN	0
BCAN-AS1	7
BCAN-AS2	17
BCAP29	56.618
BCAP31	404
BCAP31P1	0
BCAP31P2	0
BCAR1	288.999
BCAR1P1	0
BCAR1P2	0
BCAR3	244.001
BCAR3-AS1	22.001
BCAR4	0
BCAS1	319
BCAS1-AS1	0
BCAS2	336
BCAS2P1	0
BCAS2P2	0
BCAS2P3	0
BCAS3	60.414
BCAS3-AS1	0
BCAS4	7.834
BCAT1	0
BCAT1-AS1	0
BCAT1-DT	1.075
BCAT2	50
BCCIP	71
BCDIN3D	24
BCDIN3D-AS1	1
BCHE	0
BCKDHA	96
BCKDHB	559.075
BCKDK	176
BCL10	585
BCL10-AS1	0
BCL11A	9
BCL11B	53
BCL2	0
BCL2A1	0
BCL2L1	939
BCL2L1-AS1	0
BCL2L10	1
BCL2L11	82.158
BCL2L12	11
BCL2L12P1	0
BCL2L13	341.999
BCL2L14	254
BCL2L15	319.716
BCL2L2	151
BCL2L2-PABPN1	0
BCL3	156.999
BCL6	52
BCL6-AS1	0
BCL6B	0
BCL7A	47.065
BCL7B	138.999
BCL7C	24.994
BCL9	69.57
BCL9L	183.659
BCL9P1	0
BCLAF1	557.002
BCLAF1P1	0
BCLAF1P2	0
BCLAF3	124.159
BCO1	77
BCO2	4
BCOR	232
BCORL1	34.214
BCORP1	0
BCR	187.834
BCRP1	0
BCRP2	0
BCRP3	0
BCRP4	0
BCRP5	0
BCRP6	0
BCRP7	0
BCRP8	0
BCRP9	0
BCS1L	21
BCYRN1	1
BDH1	162.005
BDH2	62
BDH2P1	0
BDKRB1	31.144
BDKRB2	220.729
BDNF	0
BDNF-AS	17.147
BDP1	143
BDP1P	0
BEAN1	11
BEAN1-AS1	0
BECN1	301
BECN1P2	0
BECN2	0
BEGAIN	2
BEND2	0
BEND3	21
BEND3P1	0
BEND3P2	0
BEND3P3	0
BEND4	0
BEND5	0
BEND6	0
BEND7	234.698
BEND7-DT	0
BEND7P1	0
BEST1	8.564
BEST2	0
BEST3	0
BEST4	0
BET1	270.999
BET1-AS1	0
BET1L	227
BET1P1	0
BETALINC1	0
BEX1	2
BEX2	14
BEX3	107
BEX4	8
BEX5	0
BFAR	204
BFSP1	17
BFSP2	0
BFSP2-AS1	0
BGLAP	0
BGLT3	0
BGN	0
BHLHA15	0
BHLHA9	0
BHLHE22	0
BHLHE22-AS1	0
BHLHE23	0
BHLHE40	1328
BHLHE40-AS1	2
BHLHE41	773
BHMT	0
BHMT2	0
BICC1	33
BICD1	50
BICD1-AS1	0
BICD1P1	0
BICD2	30
BICDL1	23
BICDL2	139
BICDL3P	0
BICRA	120
BICRA-AS1	0
BICRA-AS2	1
BICRAL	0
BID	23.872
BIK	62
BIN1	192
BIN2	7
BIN2P1	0
BIN2P2	0
BIN3	41.988
BIRC2	721.001
BIRC3	310.999
BIRC5	12
BIRC6	979
BIRC6-AS1	0
BIRC6-AS2	0
BIRC7	0
BISPR	17.502
BIVM	29.966
BIVM-ERCC5	29.089
BLACAT1	27
BLACE	0
BLCAP	68.333
BLID	0
BLK	0
BLK-AS1	0
BLM	2
BLMH	35
BLNK	230.001
BLOC1S1	216.207
BLOC1S2	156.594
BLOC1S2P1	0
BLOC1S3	58
BLOC1S4	55
BLOC1S5	94.928
BLOC1S5-TXNDC5	119.781
BLOC1S6	445.056
BLOC1S6P1	0
BLTP1	687.999
BLTP2	537.999
BLTP3A	106
BLTP3B	248.999
BLTP3B-DT	0
BLVRA	119.001
BLVRB	257.999
BLVRBP1	1
BLZF1	275
BLZF2P	0
BMAL1	63.001
BMAL2	62.002
BMAL2-AS1	0
BMERB1	13
BMF	63
BMF-AS1	0
BMI1	150
BMI1P1	0
BMP1	173.001
BMP10	0
BMP15	0
BMP2	49
BMP2K	638.701
BMP2K-DT	1
BMP2KL	0
BMP3	3.022
BMP4	432.001
BMP5	0
BMP6	2
BMP6P1	0
BMP7	112.007
BMP7-AS1	0
BMP8A	2.064
BMP8B	217.936
BMP8B-AS1	0
BMPER	0
BMPR1A	345.923
BMPR1AP1	0
BMPR1AP2	10.215
BMPR1B	0
BMPR1B-DT	0
BMPR2	812.343
BMS1	157.452
BMS1P1	0
BMS1P10	0
BMS1P11	1.593
BMS1P12	0
BMS1P13	0
BMS1P14	0
BMS1P15	2.74
BMS1P16	0
BMS1P17	0
BMS1P19	0
BMS1P2	0
BMS1P20	119.287
BMS1P21	0
BMS1P22	0
BMS1P3	0
BMS1P4	0
BMS1P4-AGAP5	0
BMS1P7	0
BMS1P8	0
BMS1P9	0
BMX	0
BNAT1	0
BNC1	0
BNC2	0
BNC2-AS1	0
BNIP1	21
BNIP2	149.154
BNIP3	274.999
BNIP3L	1288
BNIP3P1	0
BNIP3P10	0
BNIP3P11	0
BNIP3P13	0
BNIP3P14	0
BNIP3P15	0
BNIP3P16	0
BNIP3P17	0
BNIP3P18	0
BNIP3P19	0
BNIP3P2	0
BNIP3P20	0
BNIP3P22	0
BNIP3P23	0
BNIP3P24	0
BNIP3P25	0
BNIP3P26	0
BNIP3P27	0
BNIP3P28	0
BNIP3P29	0
BNIP3P3	0
BNIP3P30	0
BNIP3P31	0
BNIP3P32	0
BNIP3P33	0
BNIP3P34	0
BNIP3P35	0
BNIP3P36	0
BNIP3P37	0
BNIP3P38	0
BNIP3P39	0
BNIP3P4	1
BNIP3P40	0
BNIP3P41	0
BNIP3P42	0
BNIP3P43	0
BNIP3P44	0
BNIP3P45	0
BNIP3P46	0
BNIP3P47	0
BNIP3P5	0
BNIP3P6	0
BNIP3P7	0
BNIP3P8	0
BNIP3P9	0
BNIP5	55
BNIPL	12.438
BOC	0
BOD1	44
BOD1L1	261.894
BOD1L2	0
BOD1P1	0
BOD1P2	0
BOK	15
BOK-AS1	0
BOLA1	44
BOLA2	0
BOLA2-SMG1P6	287.909
BOLA2B	50.555
BOLA2P1	0
BOLA2P2	0
BOLA2P3	0
BOLA3	47
BOLA3-DT	0
BOLA3P1	0
BOLA3P2	0
BOLA3P3	0
BOLA3P4	0
BOLL	0
BOP1	11
BORA	13.737
BORCS5	60
BORCS6	13
BORCS7	79.616
BORCS7-ASMT	12.71
BORCS8	48.075
BORCS8-MEF2B	4
BORCS8P1	0
BPESC1	0
BPGM	35
BPHL	418.989
BPI	0
BPIFA1	0
BPIFA2	0
BPIFA3	0
BPIFA4P	0
BPIFB1	0
BPIFB2	0
BPIFB3	0
BPIFB4	0
BPIFB5P	0
BPIFB6	0
BPIFB9P	0
BPIFC	0
BPNT1	789.44
BPNT2	1464.644
BPNT2P1	0
BPTF	635.997
BPTFP1	15.663
BPY2	0
BPY2B	0
BPY2C	0
BPY2DP	0
BRAF	121.259
BRAFP1	0
BRAP	128
BRAT1	21
BRCA1	9
BRCA1P1	0
BRCA2	17
BRCC3	153.968
BRCC3P1	1.031
BRD1	221
BRD10	363
BRD2	1347.999
BRD3	166
BRD3OS	72.006
BRD4	614.999
BRD7	331.298
BRD7P1	0
BRD7P2	0
BRD7P3	0
BRD7P4	0
BRD7P5	0
BRD7P6	0
BRD7P7	0
BRD8	61.001
BRD9	64.289
BRD9P1	0
BRD9P2	3.711
BRDT	0
BRDTP1	0
BRF1	32
BRF2	14
BRI3	1334.023
BRI3BP	649.389
BRI3BPP1	0
BRI3P1	0
BRI3P2	0
BRI3P3	0
BRICD5	7.273
BRINP1	0
BRINP2	0
BRINP3	52
BRINP3-DT	1
BRIP1	17.524
BRIX1	41
BRIX1P1	0
BRK1	598
BRK1P1	0
BRK1P2	0
BRME1	6
BRMS1	20
BRMS1L	9
BROX	620.024
BRPF1	42.634
BRPF3	359
BRPF3-AS1	19
BRS3	0
BRSK1	0
BRSK1-AS1	0
BRSK2	4
BRWD1	389.358
BRWD1-AS1	0
BRWD1-IT1	1
BRWD1P1	0
BRWD1P2	0
BRWD1P3	0
BRWD3	553
BSCL2	33.862
BSDC1	348
BSG	2611
BSG-AS1	12
BSN	0
BSN-AS1	0
BSN-DT	1
BSNDP1	0
BSNDP2	0
BSNDP3	0
BSNDP4	0
BSPH1	0
BSPRY	110
BST1	6.932
BST2	0
BSX	0
BTAF1	36.697
BTBD1	589
BTBD10	284.001
BTBD10P1	0
BTBD10P2	0
BTBD16	9
BTBD17	0
BTBD18	0
BTBD19	6.027
BTBD2	150
BTBD3	460
BTBD3-AS1	0
BTBD6	101
BTBD6P1	0
BTBD7	431.272
BTBD7P1	17.065
BTBD7P2	0
BTBD8	2.906
BTBD9	156.042
BTBD9-AS1	0
BTC	18
BTD	296
BTF3	2851
BTF3-DT	1
BTF3L4	195.431
BTF3L4P1	0
BTF3L4P2	9.569
BTF3L4P3	0
BTF3L4P4	0
BTF3P1	0
BTF3P10	0
BTF3P11	0
BTF3P12	1
BTF3P13	1
BTF3P14	0
BTF3P15	0
BTF3P16	1
BTF3P2	0
BTF3P3	0
BTF3P4	0
BTF3P5	0
BTF3P6	0
BTF3P7	0
BTF3P8	0
BTF3P9	0
BTG1	484
BTG1-DT	4
BTG1P1	0
BTG2	229
BTG2-DT	1.002
BTG3	75
BTG3-AS1	2
BTG3P1	0
BTG4	0
BTG4P1	0
BTK	0
BTLA	0
BTN1A1	4
BTN1A1P1	0
BTN2A1	135.684
BTN2A2	6.317
BTN2A3P	15
BTN3A1	81.505
BTN3A2	69.375
BTN3A3	44.123
BTNL10P	0
BTNL12P	0
BTNL2	0
BTNL3	150.145
BTNL8	149.854
BTNL9	0
BTRC	313
BUB1	30
BUB1B	12
BUB1B-PAK6	0
BUB1P1	0
BUB3	508
BUB3P1	0
BUD13	49
BUD13-DT	0
BUD13P1	0
BUD23	59.192
BUD31	1023
BUD31P1	0
BUD31P2	0
BYSL	18
BZW1	2128.846
BZW1-AS1	0
BZW1P1	1
BZW1P2	396.158
BZW2	115
C10orf105	0
C10orf120	0
C10orf143	5
C10orf53	0
C10orf55	0
C10orf62	0
C10orf67	0
C10orf67-AS1	0
C10orf71	0
C10orf71-AS1	0
C10orf88	65
C10orf88B	0
C10orf90	0
C10orf95	2
C10orf95-AS1	53.01
C11orf16	0
C11orf21	0
C11orf24	922.999
C11orf42	0
C11orf52	36
C11orf54	912.603
C11orf58	354
C11orf65	11.001
C11orf68	25
C11orf71	39
C11orf86	112
C11orf87	0
C11orf91	0
C11orf96	0
C11orf97	1
C11orf98	270.483
C11orf98P1	0
C11orf98P2	0
C11orf98P3	0
C12orf42	0
C12orf42-AS1	0
C12orf43	43.513
C12orf50	13.885
C12orf54	0
C12orf56	20
C12orf57	69
C12orf60	7.94
C12orf71	0
C12orf71BP	0
C12orf75	1343
C12orf75-AS1	5.765
C12orf76	76.526
C13orf42	0
C13orf46	1
C14orf119	481.996
C14orf119P1	0
C14orf132	0
C14orf180	2
C14orf39	0
C14orf93	13
C15orf32	0
C15orf39	114
C15orf40	102.475
C15orf48	919.442
C15orf61	89.002
C15orf62	2
C16orf46	8
C16orf46-DT	0
C16orf54	0
C16orf74	21
C16orf78	0
C16orf82	0
C16orf86	0
C16orf87	53.006
C16orf89	1
C16orf90	0
C16orf92	0
C16orf95	8
C16orf95-DT	0
C16orf96	0
C17orf100	21
C17orf107	2
C17orf113	17.264
C17orf114	1
C17orf50	0
C17orf58	53
C17orf67	52
C17orf75	19.134
C17orf78	70
C17orf99	1.002
C18orf15	3
C18orf21	63.934
C18orf21P1	0
C18orf32	378.166
C18orf54	2
C18orf63	0
C19orf12	67.048
C19orf18	1
C19orf25	53.414
C19orf33	760
C19orf38	0
C19orf44	8
C19orf47	9.001
C19orf48P	4.666
C19orf53	95.206
C19orf67	0
C19orf73	6
C19orf81	0
C19orf84	0
C19orf85	0
C1D	166.1
C1DP1	4.901
C1DP2	0
C1DP3	0
C1DP4	0
C1DP5	0
C1GALT1	439
C1GALT1C1	166
C1GALT1C1L	1
C1GALT1P1	0
C1GALT1P2	0
C1GALT1P3	0
C1QA	0
C1QB	0
C1QBP	243
C1QBPP1	0
C1QBPP2	0
C1QC	0
C1QL1	1
C1QL1P1	0
C1QL2	0
C1QL3	0
C1QL4	0
C1QTNF1	0
C1QTNF1-AS1	0
C1QTNF12	34
C1QTNF2	0
C1QTNF3	6
C1QTNF3-AMACR	0
C1QTNF4	0
C1QTNF5	0
C1QTNF6	18.134
C1QTNF7	0
C1QTNF7-AS1	26.868
C1QTNF8	0
C1QTNF9	0
C1QTNF9-AS1	0
C1QTNF9B	0
C1R	7
C1RL	111.999
C1RL-AS1	8.487
C1S	1
C1orf105	0
C1orf115	386
C1orf116	1435
C1orf122	28
C1orf141	0
C1orf146	0
C1orf159	16
C1orf162	1
C1orf167	1
C1orf167-AS1	0
C1orf174	205.294
